sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f,semesters
Aggregate,"CROYLE, MARIA A",PHM,387M,PHYS/CHEM PRINS DRUGS,0,45,13,18,11,16,5,5,5,1,2,0,1,Fall 2017
Aggregate,"CUI, ZHENGRONG",PHM,287N,BIOPHARMACEUTICS,0,361,49,52,66,29,27,23,5,0,3,0,3,"Fall 2016,Fall 2017"
Aggregate,"CROYLE, MARIA A",PHM,187P,PHYS/CHEM PRINS DRUGS LAB,0,74,10,13,11,4,6,1,1,0,0,0,2,Fall 2017
Aggregate,"RYAN, LAURAJO",PHM,290D,NTRTNL ASPECT CLIN PHAR,0,9,5,0,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"KARBOSKI, JAMES A",PHM,392P,PATIENT ASSESSMT SKILLS LAB,0,141,0,0,80,0,0,21,0,0,3,0,4,"Fall 2016,Fall 2017"
Aggregate,"YOUNG, VERONICA S",PHM,195Q,DRUG INFO/EVIDENCE BSD PRAC,0,122,52,34,19,9,6,4,0,0,0,0,1,"Fall 2016,Fall 2017"
Aggregate,"DORN, EDWIN",P A,325,INTRO PUB POL: RACE/IM/CITIZEN,0,9,6,5,1,0,0,0,0,0,0,0,0,"Fall 2014,Fall 2015,Fall 2017"
Aggregate,"WEAVER, CATHERINE E",P A,325,NEXT GENERATION SCHOLARS RSCH,0,18,3,0,0,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2017"
Aggregate,"CHESNEY, ROBERT M",P A,280L,CYBER FDTNS: INTRO TO LAW/POL,0,5,3,1,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"TAIT, MATTHEW",P A,280L,CYBERSCRTY: INTRO TECH/LAW/POL,0,2,0,1,0,0,1,0,0,0,0,0,0,Fall 2017
Aggregate,"SAGE, WILLIAM M",P A,380L,HEALTH LAW AND POLICY,0,2,3,2,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"PRINCE, HEATH J",P A,680PA,POLICY RESEARCH PROJECT,0,5,5,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"LEUTERT, STEPHANIE",P A,682GA,POL RSCH PROJ GLOBAL POL ISS,0,6,5,3,2,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"RAI, VARUN",P A,682GA,POL RSCH PROJ GLOBAL POL ISS,0,18,0,0,0,0,0,1,0,0,0,0,0,Fall 2017
Aggregate,"HUTCHINGS, ROBERT L",P A,383C,POLITICS OF PUBLIC POLICY,0,3,6,3,1,0,0,0,0,0,0,0,1,Fall 2017
Aggregate,"DORN, EDWIN",P A,383C,AMERICAN RACE POLICY,0,14,8,4,5,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014,Spring 2015,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"WASEM, RUTH E",P A,384C,PUBLIC MANAGEMENT,0,20,18,6,1,1,0,0,0,0,0,0,0,"Spring 2017,Fall 2016,Fall 2017"
Aggregate,"SPELMAN, WILLIAM G",P A,384C,PUBLIC MANAGEMENT,0,35,33,8,0,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014,Fall 2014,Fall 2016,Fall 2017"
Aggregate,"REDEI, LORINC",P A,387G,NATURE OF THE INTERNATL SYSTEM,0,16,9,13,7,1,1,0,0,0,0,0,0,"Fall 2014,Fall 2016,Fall 2017"
Aggregate,"BUSBY, JOSHUA W",P A,387G,NATURE OF THE INTERNATL SYSTEM,0,11,27,21,4,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2017"
Aggregate,"KUPERMAN, ALAN J",P A,387G,NATURE OF THE INTERNATL SYSTEM,0,4,18,25,16,7,4,0,1,0,0,0,0,"Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BRAYNE, SARAH",P A,388K,CRIME/PUNISHMENT/INEQUALITY,0,3,1,0,0,0,0,0,0,0,0,0,1,Fall 2017
Aggregate,"FROST, LYNDA E",P A,388K,MENTAL HEALTH & SOCIAL POLICY,0,10,17,7,5,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"GREENBERG, SHERRI R",P A,388K,MODERN AMER POLITICAL CAMPAIGN,0,13,11,1,0,0,0,0,0,0,0,0,0,"Spring 2014,Fall 2016,Fall 2017"
Aggregate,"LENTZ, ERIN",P A,388K,GENDER AND DEVELOPMENT,0,7,13,5,3,0,0,0,0,0,0,0,0,"Spring 2017,Fall 2016,Fall 2017"
Aggregate,"OGREN, JONATHAN A",P A,388K,INTRO GEOGRAPHIC INFO SYSTEMS,0,4,6,1,0,0,0,0,0,0,0,0,0,"Fall 2014,Fall 2017"
Aggregate,"HOLME, JENNIFER J",P A,388K,POLICY IMPLEMENTATION SEMINAR,0,30,6,2,0,0,0,0,0,0,0,0,0,"Fall 2014,Spring 2015,Fall 2016,Fall 2017"
Aggregate,"AIKEN, ABIGAIL R",P A,388K,REPRODUCTIVE HEALTH/RIGHTS,0,22,11,0,0,0,0,0,0,0,0,0,0,"Spring 2017,Fall 2016,Fall 2017"
Aggregate,"PATEL, RAJEEV C",P A,388K,WORLD FOOD SYSTEM 1450-2050,0,21,15,9,5,3,2,1,0,0,0,0,1,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"KOTHARE, MEETA",P A,388L,FINANCE FOR SOCIAL INNOVATION,0,27,16,3,1,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"SPRINGER, DAVID W",P A,388L,LDRSHP: CATALYST COMMUN CHANGE,0,20,12,2,0,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"ENGLE, GREGORY W",P A,388L,MANAGNG OVERSEAS OPERATIONS,0,10,1,1,3,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"OSTROWER, FRANCIE",P A,388L,NONPROFIT MGMT AND STRATEGY,0,11,17,9,0,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014,Fall 2014,Fall 2017"
Aggregate,"PRINCE, HOWARD T II",P A,388L,PRINS/PRACS EFFECTV LEADERSHIP,0,41,40,5,2,0,0,0,0,0,0,0,0,"Fall 2014,Spring 2015,Fall 2013,Spring 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"VON HIPPEL, PAUL",P A,390E,RESEARCH DESIGN,0,8,5,1,4,0,0,0,0,0,0,0,0,"Spring 2015,Fall 2017"
Aggregate,"LUBY, MARTIN J",P A,391,PUBLIC FINANCIAL MANAGEMENT,0,27,16,7,15,13,2,10,1,0,0,0,1,"Spring 2017,Fall 2017"
Aggregate,"OLMSTEAD, SHEILA M",P A,393G,MICROECONOMICS,0,49,33,16,34,11,0,0,0,0,0,0,0,"Fall 2014,Fall 2015,Fall 2017"
Aggregate,"SPELMAN, WILLIAM G",P A,393K,APPLD MICROECO FOR POLICY ANLY,0,42,11,5,6,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"WONG, PATRICK P",P A,393K,APPLD MICROECO FOR POLICY ANLY,0,7,17,19,3,1,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"WILSON, ROBERT H",P A,393L,ECONS OF URBAN/REGIONAL POLICY,0,33,31,27,19,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Spring 2015,Spring 2016,Spring 2017,Fall 2016,Fall 2017"
Aggregate,"WILSON, ROBERT H",P A,397,INTRO EMPIRCL METH POLICY ANLY,0,23,26,15,20,13,2,0,0,0,0,0,0,"Fall 2014,Fall 2016,Fall 2017"
Aggregate,"WONG, PATRICK P",P A,397,INTRO EMPIRCL METH POLICY ANLY,0,24,6,12,15,3,1,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2017"
Aggregate,"MEYER, MICHAEL P",P A,397,INTRO EMPIRCL METH POLICY ANLY,0,14,19,11,9,7,1,0,2,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"WEAVER, CATHERINE E",P A,397C,EVAL METHODS GLOBAL DEVEL,0,16,22,6,7,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"WARD, PETER",P A,397C,QUALITATIVE METHS FOR SOCL SCI,0,33,35,11,3,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"LENTZ, ERIN",P A,397G,ANLY METHS FOR GLOBAL POL STDS,0,32,38,35,17,13,8,5,1,0,1,0,0,"Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"PENWELL, CYNTHIA S",S W,310,INTRO TO SOCL WORK & SOCL WELF,0,31,20,9,2,4,0,0,1,0,0,0,1,"Spring 2015,Spring 2016,Fall 2017"
Aggregate,"RHODES, DIANE M",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,57,13,2,0,1,2,1,0,0,0,1,0,"Fall 2014,Spring 2016,Fall 2017"
Aggregate,"LEE, SHARON",S W,313,SOCIAL WORK RESEARCH METHODS,0,7,7,5,3,1,0,0,0,0,0,0,0,Fall 2017
Aggregate,"KIM, YEONWOO",S W,318,SOCIAL WORK STATISTICS,0,14,3,3,3,1,1,0,0,0,0,0,0,Fall 2017
Aggregate,"ALLEN, TERRENCE",S W,323K,"SOCIAL WELF PROG, POL, AND ISS",0,7,13,6,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"ROUNTREE, MICHELE A",S W,325,FOUNDATIONS OF SOCIAL JUSTICE,0,53,21,5,2,2,0,0,0,0,0,0,0,"Spring 2014,Fall 2015,Fall 2017"
Aggregate,"TODIC, JELENA",S W,325,FOUNDATIONS OF SOCIAL JUSTICE,0,12,8,2,1,3,0,0,0,0,0,0,0,Fall 2017
Aggregate,"SZLYK, HANNAH S",S W,327,HUMAN BEHAV & SOCIAL ENVIR,0,3,8,3,1,3,2,1,0,0,0,0,0,Fall 2017
Aggregate,"BECK, NATALIE D",S W,327,HUMAN BEHAV & SOCIAL ENVIR,0,3,5,5,5,2,1,1,0,0,0,0,1,Fall 2017
Aggregate,"CURRIN-MCCULLOCH, JENNIFE",S W,332,SOCL WORK PRAC WITH INDIV/FAMS,0,27,1,0,0,0,1,0,0,0,0,0,0,Fall 2017
Aggregate,"ZHANG, ANAO",S W,332,SOCL WORK PRAC WITH INDIV/FAMS,0,12,7,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"BECK, NATALIE D",S W,333,SOCL WORK PRACTICE WITH GROUPS,0,8,3,3,4,1,1,0,0,0,0,0,0,Fall 2017
Aggregate,"AMBROSINO, ROBERT J",S W,334,SOCL WORK PRAC IN ORG AND COMM,0,19,1,1,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"MCCAFFERTY, SARAH M",S W,444,INTEGRATIVE SEMINAR,0,16,2,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"JONES-SWANN, LAURA G",S W,360K,3-TREATMT SUBST USE DISORDERS,0,8,4,3,1,1,1,0,1,0,0,1,2,"Spring 2017,Fall 2017"
Aggregate,"SPARKS, DEBRA L",S W,360K,9-LOSS AND GRIEF,0,21,0,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"FONG, ROWENA",S W,381R,HUMAN BEHAV & THE SOCIAL ENVIR,0,98,44,11,3,5,1,2,0,0,1,0,0,"Fall 2013,Spring 2014,Spring 2015,Fall 2015,Spring 2016,Spring 2017,Fall 2016,Fall 2017"
Aggregate,"AMBROSINO, ROSALIE N",S W,381R,HUMAN BEHAV & THE SOCIAL ENVIR,0,31,18,1,1,2,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"WOOD, LEILA G",S W,381R,HUMAN BEHAV & THE SOCIAL ENVIR,0,8,8,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"BASSETT, MARGARET M",S W,381S,FOUNDATIONS OF SOCIAL JUSTICE,0,8,0,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"SUDOLSKY, MITCHELL",S W,381S,FOUNDATIONS OF SOCIAL JUSTICE,0,24,18,7,8,3,5,2,1,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"MCCAFFERTY, SARAH M",S W,381S,FOUNDATIONS OF SOCIAL JUSTICE,0,86,35,5,2,0,0,1,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"HOLLOWAY, HEATHER L",S W,381T,DYNAMS OF ORGS AND COMMUNITIES,0,21,6,0,0,1,0,0,0,0,0,0,0,Fall 2017
Aggregate,"SLOAN, SARAH K",S W,383R,SOCIAL WORK PRACTICE I,0,51,19,7,4,1,0,1,0,0,0,1,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"ANDERSON, BARBARA S",S W,383R,SOCIAL WORK PRACTICE I,0,45,28,9,6,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"SMITH, ROBIN M",S W,383R,SOCIAL WORK PRACTICE I,0,41,36,7,4,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BEER, MARY C",S W,383R,SOCIAL WORK PRACTICE I,0,15,3,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate, ,S W,384R,FIELD INSTRUCTION I,0,23,12,1,0,2,0,0,0,0,0,0,0,Fall 2017
Aggregate,"CALZADA, ESTHER",S W,387R,39-PARENTING INTERVENTIONS,0,5,3,1,1,1,0,0,0,0,0,0,0,Fall 2017
Aggregate,"HERNANDEZ, MERCEDES",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,16,7,2,0,0,0,0,0,0,0,0,0,"Spring 2017,Fall 2016,Fall 2017"
Aggregate,"ULLRICH, EARLEY R",S W,393R,3-THEOR AND METH OF FAM INTERV,0,19,3,0,1,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2017"
Aggregate,"HILL, MARGARET L",S W,393R,9-ASSMT/TREAT TRAUMATIZED POP,0,50,17,1,1,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"PARRA-CARDONA, JOSE R",S W,393R,15-COUPLES COUNSELING,0,18,3,2,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"CAVAZOS, ELAINE H",S W,393R,18-GRIEF COUNSELING,0,18,3,0,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"VELASQUEZ, MARY M",S W,393R,21-MOTIVATIONAL INTERVIEWING,0,105,12,0,0,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"JONES-SWANN, LAURA G",S W,393R,3-THEOR AND METH OF FAM INTERV,0,48,50,14,2,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2017"
Aggregate,"PENWELL, CYNTHIA S",S W,393R,26-THEORS/METHS OF GROUP INTVN,0,39,15,5,4,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"SPALDING, ERIN P",S W,393R,26-THEORS/METHS OF GROUP INTVN,0,20,1,1,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"SUDOLSKY, MITCHELL",S W,393R,29-CRISIS INTERVENTION,0,5,14,12,7,10,0,1,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"NOWICKI, JOHN S",S W,393R,3-THEOR AND METH OF FAM INTERV,0,16,26,3,1,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"STEWART, MELISSA S",S W,393T,20-INFO SYS AND COMM IN S W,0,11,1,1,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"DINITTO, DIANA M",S W,393T,23-ADVANCED POLICY PRACTICE,0,28,7,2,0,1,0,0,0,0,0,0,1,"Fall 2013,Fall 2014,Fall 2016,Fall 2017"
Aggregate,"STREETER, CALVIN L",S W,393T,19-STRAT PARTSHP COLLAB LDRSHP,0,40,7,0,2,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"SMITH, RUSSELL A",S W,393T,10-GRANT/RESOURCE DEVELOPMENT,0,41,8,1,1,3,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"CUBA, JULIA N",S W,393T,16-S W LDRSHP IN HUMAN SRV ORG,0,22,10,2,0,0,0,0,0,0,0,0,0,"Spring 2014,Fall 2017"
Aggregate,"LEOSHKO, JANICE",BDP,101,INTRO TO MUSEUM STUDIES,0,6,9,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"DORN, EDWIN",BDP,101,INTRO TO PUBLIC POLICY,0,18,5,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"DZIENKOWSKI, JOHN S",BDP,101,PROF ETHICS: LAW/BUSN/MEDICINE,0,24,2,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"CARTON, EVAN B",BDP,319,HUMAN RIGHTS: THEORIES/PRACS,0,11,4,3,7,0,0,0,1,0,0,0,0,Fall 2017
Aggregate,"GUERNSEY, JULIA E",BDP,319,MUSEUM STUDIES,0,23,8,2,0,0,0,0,0,0,0,0,1,"Fall 2016,Fall 2017"
Aggregate, ,BDP,320K,CONNECTING RSRCH EXPERIENCE,0,14,0,0,0,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"FARNSWORTH, WARD",BDP,126,THINKING LIKE A LAWYER,0,46,21,0,0,0,0,0,0,0,0,0,1,Fall 2017
Aggregate,"HILLMANN, MICHAEL C",UGS,302,AMERICA THROUGH AUTOBIOGRAPHY,0,27,10,15,25,2,3,0,2,1,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"O'CONNELL, AARON",UGS,302,ARMED FORCES/VIOLENCE IN US,0,4,4,4,0,1,0,0,0,1,0,0,2,Fall 2017
Aggregate,"AFOLABI, OMONIYI",UGS,302,BRAZILIAN STUDIES,0,64,9,4,3,2,2,0,0,0,0,0,1,"Fall 2016,Fall 2017"
Aggregate,"REGNERUS, MARK",UGS,302,CATHOLICISM AND SOCIAL THOUGHT,0,17,0,0,13,0,0,3,0,0,1,0,0,"Fall 2016,Fall 2017"
Aggregate,"HEYMAN, RICHARD D",UGS,302,CITY IN AMERICAN THOUGHT,0,21,4,4,1,2,1,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"LARA, FERNANDO L",UGS,302,CITY IN LATIN AMERICAN HISTORY,0,25,30,14,9,3,0,1,0,0,0,0,1,"Fall 2016,Fall 2017"
Aggregate,"KEARNEY, JAMES C",UGS,302,"CIVIL WAR, VIETNAM, AND TEXAS",0,13,22,9,6,1,1,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"LUSHKOV, AYELET H",UGS,302,CLASSICS AND MODERN FANTASY,0,22,19,9,0,1,1,0,0,0,1,0,1,"Fall 2013,Fall 2014,Fall 2015,Spring 2016,Fall 2017"
Aggregate,"ROSS, STEPHEN L",UGS,302,COMPARATIVE VALUE,0,12,0,0,0,5,0,0,0,0,0,0,0,Fall 2017
Aggregate,"REPP, ANN M",UGS,302,DEVELOPMENT OF MORAL ACTION,0,56,6,3,2,1,0,0,0,0,0,1,2,"Fall 2013,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"WILSON, PATRICIA A",UGS,302,DIFF DIALOG: PARTCPTRY DEMCRCY,0,10,12,9,21,5,2,5,0,0,0,0,0,"Fall 2013,Fall 2014,Spring 2016,Fall 2016,Fall 2017"
Aggregate,"PATTON, JAMES R",UGS,302,DISABILITY AND THE MEDIA,0,52,27,7,2,1,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BLOODGOOD, WILLIAM",UGS,302,EXPERIENCE OF IMAGINATION,0,29,7,0,0,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"POSTIGO OLSSON, PABLO",UGS,302,EXPLORING CITIES/EXPLORING ATX,0,8,1,5,0,2,0,1,0,0,0,0,1,Fall 2017
Aggregate,"COX, KATHERINE",UGS,302,GEOGRAPHIES OF SELFHOOD,0,5,8,2,1,2,0,0,0,0,0,0,0,Fall 2017
Aggregate,"MCDONOUGH, KELLY",UGS,302,GLOBAL INDIGENOUS CULTURES,0,27,0,0,3,3,0,1,1,0,0,0,1,"Fall 2016,Fall 2017"
Aggregate,"LAI, CHIU-MI",UGS,302,"GOOD, BAD, UGLY IN CHINESE LIT",0,95,17,15,5,4,1,0,0,1,0,0,0,"Fall 2013,Spring 2014,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"ROUX, STANLEY J JR",UGS,302,HIDDEN TREASURES OF PLANTS,0,83,0,2,21,0,0,1,0,0,0,0,1,"Fall 2013,Spring 2014,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"HICKENBOTTOM, WAYNE R",UGS,302,HOW HIGH IS MEDIA'S ECON IQ,0,27,6,0,0,0,0,0,0,0,0,0,2,"Fall 2013,Fall 2016,Fall 2017"
Aggregate,"LEGARE, CRISTINE H",UGS,302,HOW TO BUILD A HUMAN,0,9,1,3,1,3,0,0,0,0,0,0,0,Fall 2017
Aggregate,"PADILLA, YOLANDA C",UGS,302,HOW TO CHANGE THE WORLD,0,76,40,12,3,5,1,0,0,0,1,0,0,"Fall 2013,Spring 2014,Fall 2014,Spring 2015,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"MOORE, LESLIE A",UGS,302,IDENT DEVEL IN MULTICUL WORLD,0,60,13,3,3,1,0,1,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"GONZALEZ, JOHN M",UGS,302,IMMIGRATION & AMERICAN DREAM,0,7,21,13,4,6,1,2,0,0,0,0,0,"Fall 2014,Spring 2016,Fall 2016,Fall 2017"
Aggregate,"POTEET, MARY F",UGS,302,INQUIRY: COMPLEX EARTH SYSTEMS,0,13,2,1,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"OLSON, ANTONELLA D",UGS,302,ITALIAN DRAMA: PAGE TO STAGE,0,51,27,9,2,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"MEIER, RICHARD P",UGS,302,LANGUAGE: A HELPING HAND,0,9,16,8,7,4,5,1,2,0,0,0,0,"Spring 2014,Fall 2015,Fall 2017"
Aggregate,"EPPS, PATIENCE L",UGS,302,LANGUAGE & CULTURE OF AMAZONIA,0,26,15,4,4,1,0,1,1,0,0,0,0,"Fall 2013,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BUMP, JEROME F",UGS,302,"LEADERSHIP, ETHICS, & ANIMALS",0,20,2,3,0,2,0,0,1,0,0,0,1,"Spring 2015,Fall 2017"
Aggregate,"HOAD, NEVILLE",UGS,302,LITERATURE AND DRONES,0,10,7,0,1,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"DOMINGUEZ, JUAN M",UGS,302,"LOVE, MATING & THE BRAIN",0,8,12,4,6,2,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"LOVE, BRADFORD R",UGS,302,MASS MEDIA AND SOCIETY,0,51,12,12,5,4,0,0,0,1,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BHASIN, AMIT",UGS,302,MATERIALS SCIENCE & TECHNOLOGY,0,41,13,12,2,1,1,0,0,0,0,0,1,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"LONG, CHRISTOPHER A",UGS,302,MODERN ARCHITECTURE AND DESIGN,0,14,6,5,3,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"DOMJAN, MICHAEL P",UGS,302,MUSIC AND PSYCHOLOGY,0,42,10,9,16,2,1,6,0,0,0,0,1,"Fall 2013,Spring 2015,Spring 2016,Fall 2016,Fall 2017"
Aggregate,"LEWIS, RANDOLPH R",UGS,302,NEW URBAN STUDIES,0,19,7,5,2,2,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"GUERNSEY, JULIA E",UGS,302,NEW WORLD/OLD WORLD ENCOUNTERS,0,46,5,2,0,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BARTHOLOMEW, JOHN",UGS,302,PHYS ACTIV & THE ENVIRONMENT,0,20,9,10,7,6,0,0,1,0,0,0,1,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"SMITH, MARK C",UGS,302,PROHIBITION--INTERNATIONALLY,0,11,10,4,7,0,3,1,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BREMEN, BRIAN A",UGS,302,PULP FICTIONS,0,58,13,10,6,3,1,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"RANDALL, D'ARCY C",UGS,302,READ/WRITE CONTEMP AMER POETRY,0,29,5,0,1,0,0,0,0,0,0,0,0,"Spring 2014,Fall 2017"
Aggregate,"GRABER, JENNIFER",UGS,302,RELIGIOUS FREEDOM IN THE USA,0,5,7,2,4,0,0,0,0,0,0,0,0,Fall 2017
Aggregate,"THOMPSON, SHIRLEY E",UGS,302,REMEMBERING SLAVERY NOW,0,11,13,6,1,0,0,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"DILLER, KENNETH R",UGS,302,SCIENCE AND THE BIBLE,0,51,10,8,1,0,0,0,0,0,0,0,1,"Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"CHAPMAN, TERRENCE L",UGS,302,SCIENCE FICTION AND POLITICS,0,10,2,1,2,0,0,1,0,0,0,0,0,Fall 2017
Aggregate,"ERICKSON, CARLTON K",UGS,302,SCIENCE OF DRUGS AND ADDICTION,0,42,20,9,6,7,0,1,2,0,0,2,1,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"ACOSTA, WYANZA R",UGS,302,SELF-CARE AND OTC PRODUCTS,0,64,10,6,5,1,0,2,1,0,1,0,0,"Spring 2014,Spring 2015,Spring 2016,Fall 2016,Fall 2017"
Aggregate,"BROWNE, SIMONE A",UGS,302,SURVEILLANCE: AN INTRODUCTION,0,34,16,0,2,0,0,0,0,0,0,0,0,"Fall 2015,Fall 2016,Fall 2017"
Aggregate,"PORTO, LITO E",UGS,302,LIT EXPRESS OF SYST ECOLOGY,0,14,6,5,3,1,1,0,0,0,0,0,0,"Fall 2016,Fall 2017"
Aggregate,"RABINOWITZ, ADAM T",UGS,302,TALES OF THE TROJAN WAR,0,9,6,9,6,2,1,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"BSUMEK, ERIKA M",UGS,302,IMAGINED WEST AND REAL WEST,0,12,12,3,6,0,0,0,1,0,0,0,0,"Fall 2013,Spring 2015,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"KARBOSKI, JAMES A",UGS,302,TPCS PHARMACY-BASED HLTH CARE,0,70,0,0,12,0,0,4,0,0,1,0,1,"Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017"
Aggregate,"MURPHY, GRETCHEN",UGS,302,UTOPIA AND DYSTOPIA IN AM LIT,0,5,19,6,5,0,1,0,0,0,0,0,0,"Fall 2016,Fall 2017"
